guid,fire_dept_name,hq_addr_1,hq_addr2,hq_city,hq_state,hq_zip,mail_addr1,mail_addr2,mail_po_box,mail_city,mail_state,mail_zip,hq_phone,hq_fax,county,dept_type,organization_type,website,number_of_stations,active_firefighters_career,active_firefighters_volunteer,active_firefighters_paid_per_call,non_firefighting_civilian,non_firefighting_volunteer,primary_agency_for_em
906,Atglen Fire Department,217 Chester ST,PO Box 189,Atglen,PA,19310-0189,217 Chester ST,,PO Box 189,Atglen,PA,19310-0189,610-593-6492,610-593-6492,CHESTER                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,20,0,0,10,
907,Athelstane Volunteer Fire Department,W10073 County Road C,,Athelstane,WI,54104-9764,W10073 County Road C,,,Athelstane,WI,54104-9764,715-856-5163,,MARINETTE                ,Volunteer,Local (includes career  combination  and volunteer),,2,0,0,22,0,5,
908,Athena Volunteer Fire Department,119 N Second ST,,Athena,OR,97813,,,PO Box 458,Athena,OR,97813,(541) 566-3491,,UMATILLA                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,17,0,0,0,
909,Athens Area Fire Department,208 Caroline ST,PO Box 220,Athens,WI,54411-0220,,,PO Box 220,Athens,WI,54411-0220,(715) 257-9172,(715) 257-9172,MARATHON                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,30,30,0,0,
910,Athens Borough Fire Dept,2 S River ST,,Athens,PA,18810,2 S River ST,,,Athens,PA,18810,(570) 888-2120,(570) 888-8372,BRADFORD                 ,Volunteer,Local (includes career  combination  and volunteer),,2,0,40,0,0,20,
911,Athens Fire and Rescue,201 N Main ST,PO Box 1089,Athens,AL,35612,,,PO Box 1089,Athens,AL,35612-1089,256-233-8710,256-233-8714,LIMESTONE                ,Career,Local (includes career  combination  and volunteer),http://www.athensal.us/,3,40,0,0,1,0,0
912,Athens Fire Department,815 N Jackson ST,PO Box 849,Athens,TN,37303-2652,,,PO Box 849,Athens,TN,37371-0849,423-744-2760,423-744-8866,MCMINN                   ,Mostly Career,Local (includes career  combination  and volunteer),,2,23,0,11,0,0,
913,Athens Fire Department,610 S Prairieville,,Athens,TX,75751,610 S Prairieville,,,Athens,TX,75751,(903) 675-2231,(903) 677-6640,HENDERSON                ,Career,Local (includes career  combination  and volunteer),,2,27,0,0,0,0,
914,Athens Fire Department,61 Columbus RD,,Athens,OH,45701-1602,61 Columbus RD,,,Athens,OH,45701-1602,740-592-3301,740-594-4486,ATHENS                   ,Career,Local (includes career  combination  and volunteer),,2,23,0,0,1,0,
915,Athens Township Fire Department,130 E Burr Oak ST,,Athens,MI,49011,130 E Burr Oak ST,,,Athens,MI,49011-9793,269-729-4220,269-729-4154,CALHOUN                  ,Volunteer,Local (includes career  combination  and volunteer),http://www.athensfd.fws1.com/,1,0,0,28,2,2,1
916,Athens Township Volunteer Fire Company,211 Herrick AVE,,Sayre,PA,18840-9132,211 Herrick AVE,,,Sayre,PA,18840,570-888-2121,570-888-6292,BRADFORD                 ,Volunteer,Local (includes career  combination  and volunteer),http://www.atvfc.org,2,0,46,0,0,16,
917,Athens Volunteer Fire Department,Main ST,PO Box 241,Athens,ME,4912,Main ST,,PO Box 241,Athens,ME,4912,(207) 654-2323,,SOMERSET                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,0,13,0,0,
918,Athens Volunteer Fire Department,400 E Hargrave ST,,Athens,IL,62613,400 E Hargrave ST,,,Athens,IL,62613,(217) 636-8221,(217) 636-8155,MENARD                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,25,0,0,7,
919,Athens Volunteer Fire Department,413 South State ST,,Athens,WV,24712,,,PO Box 1179,Athens,WV,24712-1179,304-384-7333,304-431-4138,MERCER                   ,Volunteer,Local (includes career  combination  and volunteer),http://www.athensfireandrescue.org,1,0,24,0,0,0,
920,Athens Volunteer Fire Department,39 3rd ST,PO Box 207,Athens,NY,12015-0207,39 3rd ST,,PO Box 207,Athens,NY,12015-0207,518-945-2599,518-945-3334,GREENE                   ,Volunteer,Local (includes career  combination  and volunteer),http://cms.firehouse.com/dept/Athens2NY,1,0,66,0,0,100,
921,Athens-Clarke County Fire Department,700 College AVE,,Athens,GA,30601-2638,700 College AVE,,,Athens,GA,30601-2638,(706) 613-3360,(706) 613-3372,CLARKE                   ,Career,Local (includes career  combination  and volunteer),,8,171,0,0,4,0,
922,Athol City & Rural Fire Department,S Main,PO Box 214,Athol,KS,66932,S Main,,PO Box 214,Athol,KS,66932,(785) 695-2216,,SMITH                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,15,0,0,5,
923,Athol Fire Department,2251 Main ST,,Athol,MA,1331,2251 Main ST,,,Athol,MA,01331-3526,978-249-8275,978-249-4200,WORCESTER                ,Mostly Career,Local (includes career  combination  and volunteer),,2,18,0,16,0,0,1
924,Atkins Fire Department,104 Avenue 2 NE,,Atkins,AR,72823,,,PO Box 128,Atkins,AR,72823-0128,479-641-2289,,POPE                     ,Volunteer,Local (includes career  combination  and volunteer),,1,0,0,26,0,0,0
925,Atkins Volunteer Fire Department,LEE HWY,,Atkins,VA,24311-0381,,,PO Box 381,Atkins,VA,24311-0381,(276) 783-9200,,SMYTH                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,30,0,0,0,
926,Atkins Volunteer Fire Department,407 A AVE,,Atkins,IA,52206-9703,407 A AVE,,,Atkins,IA,52206-9703,(319) 446-7400,(317) 446-9111,BENTON                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,26,0,0,0,
927,Atkinson Fire and Rescue,512 E Pearl ST,,Atkinson,NE,68713,,,PO Box 639,Atkinson,NE,68713-0639,402-925-5150,402-925-5150,HOLT                     ,Volunteer,Local (includes career  combination  and volunteer),,1,0,30,0,0,15,
928,Atkinson Fire Department,110 N First AVE,PO Box 159,Atkinson,NC,28421,110 N First AVE,,PO Box 159,Atkinson,NC,28421,910-283-7911,910-283-3552,PENDER                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,28,0,0,0,
929,Atkinson Fire Department,1 Academy AVE,,Atkinson,NH,3811,,,PO Box 6,Atkinson,NH,03811-0006,603-362-5611,603-362-9295,ROCKINGHAM               ,Volunteer,Local (includes career  combination  and volunteer),,1,0,0,36,0,0,1
930,Atkinson Fire Protection District,103 W Center ST,PO Box 140,Atkinson,IL,61235,,,PO Box 140,Atkinson,IL,61235-0140,309-936-7979,,HENRY                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,0,30,0,0,1
931,Atkinson Volunteer Fire Department,RR 3 Box 560,,Hortense,GA,31543,RR 2 Box 560,,,Hortense,GA,31543,(912) 778-5221,,BRANTLEY                 ,Volunteer,Local (includes career  combination  and volunteer),http://www.atkinsonvolunteerfiredepartment.com,1,0,22,0,0,2,
932,Atlanta Fire Protection District,207 SE Vine ST,PO Box 513,Atlanta,IL,61723,207 SE Vine ST,,PO Box 513,Atlanta,IL,61723,(217) 648-2341,(217) 648-2341,LOGAN                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,22,0,0,1,
933,Atlanta Rural Fire Protection District,97 W Pine ST,,Atlanta,ID,83601,,,PO Box 63,Atlanta,ID,83601-0063,208-864-2182,,ELMORE                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,8,0,0,10,
934,Atlanta Texas Fire Department,313 E Hiram ST,,Atlanta,TX,75551,313 E Hiram ST,,P.O. Box 669,Atlanta,TX,75551,903-799-4062,903-799-4060,CASS                     ,Mostly Volunteer,Local (includes career  combination  and volunteer),,1,15,20,0,0,0,
935,Atlanta Volunteer Fire Department,107 W Main ST,PO Box 415,Atlanta,MO,63530,107 W Main ST,,PO Box 415,Atlanta,MO,63530,(660) 239-4270,,MACON                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,8,0,0,0,
936,Atlanta Volunteer Fire Department,100 W Kauffman ST,,Atlanta,IN,46031,,,PO Box 226,Atlanta,IN,46031-0226,765-292-2627,,HAMILTON                 ,Volunteer,Local (includes career  combination  and volunteer),http://www.atlantaindiana.com,1,0,8,0,0,0,0
937,Atlantic Beach (Fire) Rescue Unit  Inc.,200 Eldorado ST,,Atlantic Beach,NY,11509,200 Eldorado ST,,PO Box 262,Atlantic Beach,NY,11509,516-371-2348,516-371-1693,NASSAU                   ,Volunteer,Local (includes career  combination  and volunteer),http://www.atlanticbeachrescue.org/,1,0,9,0,0,15,
938,Atlantic Beach Fire Department,125 W Fort Macon RD,,Atlantic Beach,NC,28512,,,PO Box 10,Atlantic Beach,NC,28512-0010,252-726-7361,252-726-1804,CARTERET                 ,Mostly Volunteer,Local (includes career  combination  and volunteer),http://www.atlanticbeach-nc.com/firedept.asp,1,14,20,0,0,0,0
939,Atlantic City Fire Department,2715 Atlantic AVE,,Atlantic City,NJ,8401,2715 Atlantic AVE,,,Atlantic City,NJ,08401-6490,(609) 347-5590,609-347-5428,ATLANTIC                 ,Career,Local (includes career  combination  and volunteer),,6,235,0,0,7,0,
940,Atlantic City Int'l Airport Fire Department,106 Atlantic City Int'l Airport,,Egg Harbor Twp,NJ,8234,106 Atlantic City Int'l Airport,,,Egg Harbor Twp,NJ,8234,609-641-8164,609-641-8199,ATLANTIC                 ,Career,State Government,,1,16,0,0,5,0,
941,Atlantic Highlands Fire Department,10 E Highland AVE,,Atlantic Highlands,NJ,07716-1229,10 E Highland AVE,,,Atlantic Highlands,NJ,07716-1229,(732) 291-2002,(732) 291-7916,MONMOUTH                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,50,0,0,21,
942,Atlantic Steamer Fire Company 1,28 E Main ST,,Oyster Bay,NY,11771,,,PO Box 148,Oyster Bay,NY,11771-0148,(516) 624-3215,(516) 624-6062,NASSAU                   ,Volunteer,Local (includes career  combination  and volunteer),http://www.atlanticsteamer.com/,1,0,86,0,0,0,
943,Atlantic Volunteer Fire and Rescue Company  Inc.,10071 Atlantic RD,,Atlantic,VA,23303-0207,,,PO Box 207,Atlantic,VA,23303-0207,(757) 824-4844,,ACCOMACK                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,45,0,0,10,
944,Atlantic Volunteer Fire Department,1203 SW 7th St.,,Atlantic,IA,50022,1203 SW 7th St.,,,Atlantic,IA,50022,712-243-2146,712-243-1070,CASS                     ,Mostly Volunteer,Local (includes career  combination  and volunteer),,1,3,35,0,0,0,
945,Atlas Fire CO,306 W Saylor ST,PO Box 344,Atlas,PA,17851-1014,306 W Saylor ST,PO Box 344,,Atlas,PA,17851-1014,(570) 339-2027,(570) 339-2027,NORTHUMBERLAND           ,Volunteer,Local (includes career  combination  and volunteer),,1,0,15,0,0,6,
946,Atlas Township Fire Department,8081 Clarence ST,PO Box 277,Goodrich,MI,48438,,,PO Box 277,Goodrich,MI,48438-0277,810-636-2723,810-636-2345,GENESEE                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,0,30,0,0,1
947,Atoka Fire Department,26 E Atoka RD,PO Box 252,Arttesial,NM,88210,26 E Atoka RD,,PO Box 252,Arttesial,NM,88210,(505) 746-9562,,EDDY                     ,Volunteer,Local (includes career  combination  and volunteer),,2,0,18,0,0,0,
948,Atoka Fire Department,420 E A ST,PO Box 900,Atoka,OK,74525-0900,420 E A ST,,PO Box 900,Atoka,OK,74525-2026,580-889-2121,580-889-7584,ATOKA                    ,Volunteer,Local (includes career  combination  and volunteer),http://www.atokacity.org,2,0,20,0,0,0,
949,Attala County Fire Department,216 West Jefferson ST,,Kosciusko,MS,39090,216 West Jefferson ST,,,Kosciusko,MS,39090,662-289-9163,662-289-0107,ATTALA                   ,Mostly Volunteer,Local (includes career  combination  and volunteer),,8,10,140,2,0,0,
950,Attalla Fire & Rescue,608 N First ST,,Attalla,AL,35954,608 N First ST,,,Attalla,AL,35954,(256) 538-8211,(256) 570-0290,ETOWAH                   ,Mostly Volunteer,Local (includes career  combination  and volunteer),http://www.cityofattalla.com/html/fire.shtml,3,18,0,20,0,0,
951,Attapulgus Volunteer Fire Department,110 N Main ST,PO Box 38,Attapulgus,GA,31715,110 N Main ST,,PO Box 38,Attapulgus,GA,31715,(229) 465-3322,(229) 465-3302,DECATUR                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,10,0,0,10,
952,Attawaugan Fire District,20 Country Club RD,,Dayville,CT,6241,20 Country Club RD,,PO Box 584,Dayville,CT,6241,(860) 774-5129,(860) 774-4039,WINDHAM                  ,Volunteer,Local (includes career  combination  and volunteer),http://www.geocities.com/attawauganfire/,1,0,26,0,5,10,
953,Attica Correctional Facility,Exchange ST,PO Box 143,Attica,NY,14011-0149,Exchange ST,PO Box 143,,Attica,NY,14011-0149,(585) 591-2000,(585) 591-2000,WYOMING                  ,Volunteer,State Government,,1,0,32,0,0,0,
954,Attica District #1 Fire Department,124 S Harper,PO Box 373,Attica,KS,67009,,,PO Box 373,Attica,KS,67009-0373,(620) 254-7265,(620) 254-7305,HARPER                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,25,0,0,0,
955,Attica Fire Department,11 Water ST,,Attica,NY,14011,11 Water ST,,,Attica,NY,14011,585-591-2679,,WYOMING                  ,Volunteer,Local (includes career  combination  and volunteer),,2,0,49,0,0,0,
956,Attica Fire Department,4302 Peppermill RD,,Attica,MI,48412-9649,4302 Peppermill RD,,,Attica,MI,48412-9649,(810) 724-0977,(810) 724-8400,LAPEER                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,0,22,0,0,
957,Attica Fire Department,305 E Main ST,,Attica,IN,47918,305 E Main ST,,,Attica,IN,47918,(765) 762-7024,(765) 764-4960,FOUNTAIN                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,21,0,0,10,
958,Attleboro Fire Department,100 Union ST,,Attleboro,MA,2703,100 Union ST,,,Attleboro,MA,02703-2905,508-222-2324,508-223-2201,BRISTOL                  ,Career,Local (includes career  combination  and volunteer),http://www.cityofattleboro.us/firedepartment/,4,84,0,0,4,0,1
959,Atwater Fire Department,6570 Waterloo RD,,Atwater,OH,44201-9508,6570 Waterloo RD,,,Atwater,OH,44201-9508,330-947-2323,330-947-1730,PORTAGE                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,16,0,0,4,
960,Atwater Fire Department,699 Broadway,,Atwater,CA,95301,699 Broadway,,,Atwater,CA,95301,(209) 357-6355,(209) 357-6357,MERCED                   ,Mostly Volunteer,Local (includes career  combination  and volunteer),,1,17,25,0,1,0,
961,Atwell Township Volunteer Fire Department,490 McLaughlin Farm RD,,Mooresville,NC,28115,490 McLaughlin Farm RD,,,Mooresville,NC,28115,704-857-7864,,ROWAN                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,37,0,0,0,
962,Atwood Fire Department,45 First ST,,Atwood,TN,38220-0339,45 First ST,,P.O. Box 339,Atwood,TN,38220-0339,731-662-7689,731-662-4351,CARROLL                  ,Career,Local (includes career  combination  and volunteer),,1,20,0,0,0,0,
963,Atwood Hose Fire Company,24 Wauregan RD,PO Box 14,Wauregan,CT,6387,,,PO Box 14,Wauregan,CT,06387-0014,(860) 774-4486,(864) 779-1403,WINDHAM                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,30,0,0,0,
964,Atwood Volunteer Fire Department,110 N Prarie ST,PO Box 177,Atwood,IN,46502,,,PO Box 177,Atwood,IN,46502-0177,574-858-2574,574-858-2574,KOSCIUSKO                ,Volunteer,Local (includes career  combination  and volunteer),,1,0,21,0,0,0,0
965,Au Sable Forks Volunteer Fire Department,29 School LN,PO Box 785,Au Sable Forks,NY,12912-0785,29 School LN,,PO Box 785,Au Sable Forks,NY,12912-0785,518-647-5582,518-647-5201,ESSEX                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,27,0,0,0,
966,Au Train township vol fire dept.,N7577 N spruce ST,box 33,au train,MI,49806,N7577 N spruce ST,box 33,,au train,MI,49806,(906) 892-8272,,ALGER                    ,Volunteer,Local (includes career  combination  and volunteer),,3,0,18,0,0,0,
967,Aubbeenaubbee Township Fire Department,7400 Main ST,PO Box 632,Leiters Ford,IN,46945,,,PO Box 632,Leiters Ford,IN,46945-0632,574-542-4676,,FULTON                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,12,0,0,3,1
968,Auberry Volunteer Fire Department,33051 Powerhouse RD,,Auberry,CA,93602,,,PO Box 191,Auberry,CA,93602,559-855-2777,,FRESNO                   ,Volunteer,County Service Area,,1,0,12,0,0,6,
969,Aubrey Fire Department,200 W Sycamore ST,107 S Main,Aubrey,TX,76227-4612,200 W Sycamore ST,107 S Main,,Aubrey,TX,76227-4612,940-365-9785,940-365-9911,DENTON                   ,Mostly Volunteer,Local (includes career  combination  and volunteer),,2,15,25,0,0,5,
970,Auburn Correctional Facility,135 State ST,PO Box 618,Auburn,NY,13021,135 State ST,PO Box 618,,Auburn,NY,13021,(815) 253-8401,,CAYUGA                   ,Career,State Government,,1,12,0,0,0,0,
971,Auburn Fire & Rescue,101 Pine ST,PO Box 238,Auburn,IA,51433-0238,,,PO Box 238,Auburn,IA,51433-0238,712-688-2264,712-688-2264,SAC                      ,Volunteer,Local (includes career  combination  and volunteer),,1,0,26,0,0,4,
972,Auburn Fire Company,131 Front ST,PO Box 137,Auburn,PA,17922-0137,131 Front ST,,PO Box 137,Auburn,PA,17922-0137,570-754-4567,570-754-7919,SCHUYLKILL               ,Volunteer,Local (includes career  combination  and volunteer),,1,0,16,0,0,8,
973,Auburn Fire Department,1101 D ST NE,,Auburn,WA,98002-4025,1101 D ST NE,,,Auburn,WA,98002-4025,253-931-3060,253-931-3055,KING                     ,Career,Local (includes career  combination  and volunteer),http://www.ci.auburn.wa.us,3,78,0,0,3,0,
974,Auburn Fire Department,902 S Grandstaff DR,,Auburn,IN,46706,902 S Grandstaff DR,,,Auburn,IN,46706-2651,260-925-8255,260-920-3345,DE KALB                  ,Mostly Volunteer,Local (includes career  combination  and volunteer),http://www.ci.auburn.in.us/departments/fire/Fire%20Home/index.htm,2,19,22,0,1,0,0
975,Auburn Fire Department,47 Auburn ST,,Auburn,MA,1501,47 Auburn ST,,,Auburn,MA,01501-2417,508-832-7800,508-832-7803,WORCESTER                ,Mostly Career,Local (includes career  combination  and volunteer),,2,31,0,16,1,0,0
976,Auburn Fire Department,550 Minot AVE,,Auburn,ME,4210,550 Minot AVE,,,Auburn,ME,04210-4390,207-784-5433,207-784-3283,ANDROSCOGGIN             ,Career,Local (includes career  combination  and volunteer),,3,61,0,0,2,0,1
977,Auburn Fire Department,1225 Lincoln WAY,,Auburn,CA,95603,1225 Lincoln WAY,,,Auburn,CA,95603-5004,530-823-4211,530-823-4512,PLACER                   ,Mostly Volunteer,Local (includes career  combination  and volunteer),,3,11,19,0,0,0,1
978,Auburn Fire Department,55 Eaton Hill RD,,Auburn,NH,3032,6 Pingree Hill RD,,,Auburn,NH,3032,(603) 483-8141,(603) 483-8580,ROCKINGHAM               ,Mostly Volunteer,Local (includes career  combination  and volunteer),http://www.Auburnfire.org,2,2,0,45,0,0,
979,Auburn Fire Division,161 N Ross ST,,Auburn,AL,36830,161 N Ross ST,,,Auburn,AL,36830-4803,334-501-3110,334-501-7286,LEE                      ,Career,Local (includes career  combination  and volunteer),,5,96,0,0,0,0,0
980,Auburn Fire Protection District,201 W Jackson,PO Box 347,Auburn,IL,62615,,,PO Box 347,Auburn,IL,62615-0347,(217) 438-3121,,SANGAMON                 ,Volunteer,Local (includes career  combination  and volunteer),,2,0,28,0,0,0,
981,Auburn Hills Fire Department,1827 N Squirrel RD,,Auburn Hills,MI,48326,1827 N Squirrel RD,,,Auburn Hills,MI,48326,(248) 370-9461,(248) 370-9358,OAKLAND                  ,Mostly Volunteer,Local (includes career  combination  and volunteer),,3,12,0,45,2,0,
